,loss,accuracy,val_loss,val_accuracy
0,1.189382553100586,0.7313337922096252,0.6614292860031128,0.7461362481117249
1,0.5164865851402283,0.782286524772644,0.45058080554008484,0.8062392473220825
2,0.46089649200439453,0.8108680248260498,0.45640045404434204,0.8108185529708862
3,0.4387270212173462,0.8205363154411316,0.46578577160835266,0.7899255752563477
4,0.42123496532440186,0.8280875086784363,0.4394757151603699,0.8133943676948547
5,0.41336777806282043,0.8325335383415222,0.41350895166397095,0.8354321718215942
6,0.38435304164886475,0.8484827280044556,0.44304707646369934,0.8231253623962402
7,0.38468652963638306,0.8481298685073853,0.3903859257698059,0.8277046084403992
8,0.37151429057121277,0.8539872765541077,0.3714284598827362,0.8411562442779541
9,0.37534230947494507,0.8484121561050415,0.34150177240371704,0.8694905638694763
10,0.36520475149154663,0.8570924401283264,0.35084399580955505,0.8631940484046936
11,0.3557050824165344,0.8595624566078186,0.3419438302516937,0.8643388748168945
12,0.344194620847702,0.8661256432533264,0.41044893860816956,0.838866651058197
13,0.3429942727088928,0.8690190315246582,0.33353322744369507,0.8586147427558899
14,0.3360235095024109,0.8683133125305176,0.32678255438804626,0.8666285276412964
15,0.3435567319393158,0.8626676201820374,0.3340325951576233,0.8689181208610535
16,0.332390695810318,0.8702893257141113,0.32655152678489685,0.8694905638694763
17,0.3220207691192627,0.8736767768859863,0.33540040254592896,0.8611906170845032
18,0.31847256422042847,0.8764996528625488,0.32772356271743774,0.8720663785934448
19,0.31764909625053406,0.8786873817443848,0.32427549362182617,0.866914689540863
20,0.32716503739356995,0.8719830513000488,0.3260771632194519,0.8666285276412964
21,0.304069846868515,0.8820748329162598,0.3201805055141449,0.8709215521812439
22,0.3186574876308441,0.8779110908508301,0.3261841833591461,0.8720663785934448
23,0.30032604932785034,0.8840507864952087,0.31508076190948486,0.8689181208610535
24,0.29978686571121216,0.883274495601654,0.34462210536003113,0.8571837544441223
25,0.30231624841690063,0.8829922080039978,0.33058425784111023,0.8740698099136353
26,0.29452067613601685,0.8881439566612244,0.37525245547294617,0.8483113646507263
27,0.2917637526988983,0.8895553946495056,0.33287882804870605,0.8746422529220581
28,0.28734394907951355,0.8916019797325134,0.3579227328300476,0.8609043955802917
29,0.2880555987358093,0.88772052526474,0.4067201614379883,0.8620492219924927
30,0.2757627069950104,0.8970360159873962,0.3475817143917084,0.8614768385887146
31,0.2792796194553375,0.89449542760849,0.3364548981189728,0.8660560846328735
32,0.27239203453063965,0.8976005911827087,0.32209575176239014,0.8700629472732544
33,0.2697277069091797,0.8973888754844666,0.3615019619464874,0.8683457374572754
34,0.26724496483802795,0.899858832359314,0.32507818937301636,0.8749284744262695
35,0.26803794503211975,0.8983768820762634,0.42970460653305054,0.8211219310760498
36,0.2561207413673401,0.9065631628036499,0.3412025570869446,0.8471665978431702
37,0.2599698007106781,0.9031757116317749,0.3739839196205139,0.8617630004882812
38,0.2600060999393463,0.904446005821228,0.31890079379081726,0.8720663785934448
39,0.24778439104557037,0.9085391759872437,0.34819865226745605,0.8717802166938782
40,0.2538753151893616,0.9071277379989624,0.36121371388435364,0.8643388748168945
41,0.23845210671424866,0.9147494435310364,0.3227923810482025,0.8729250431060791
42,0.23811747133731842,0.9126323461532593,0.3198947012424469,0.878649115562439
43,0.24275393784046173,0.912350058555603,0.3181244134902954,0.878649115562439
44,0.23994885385036469,0.9124912023544312,0.3638485372066498,0.8560389280319214
45,0.2359181046485901,0.9136203527450562,0.3224189579486847,0.875787079334259
46,0.22716471552848816,0.9165137410163879,0.33443784713745117,0.8734974265098572
47,0.22399792075157166,0.9184191823005676,0.3423303961753845,0.8683457374572754
48,0.22809956967830658,0.9172900319099426,0.37512993812561035,0.8692043423652649
49,0.22356407344341278,0.9170077443122864,0.34978342056274414,0.8737836480140686
50,0.2223266065120697,0.9192660450935364,0.3632121682167053,0.8609043955802917
51,0.22380733489990234,0.9178546071052551,0.3347880244255066,0.8752146363258362
52,0.21484220027923584,0.9245589375495911,0.3260287046432495,0.8706353902816772
