,loss,accuracy,val_loss,val_accuracy
0,1.3691447973251343,0.5531404614448547,0.4933360815048218,0.5678305625915527
1,0.4761914908885956,0.5763584971427917,0.4605981111526489,0.5829994082450867
2,0.46001797914505005,0.5947777032852173,0.46663543581962585,0.5987406969070435
3,0.4426015019416809,0.6250529289245605,0.4096972346305847,0.6677160859107971
4,0.38937509059906006,0.685462236404419,0.4049723446369171,0.685746967792511
5,0.37227457761764526,0.705575168132782,0.38900092244148254,0.685746967792511
6,0.35702329874038696,0.7203246355056763,0.380327433347702,0.6937607526779175
7,0.35233622789382935,0.7251235246658325,0.351252943277359,0.7169433236122131
8,0.3442697823047638,0.7307692170143127,0.33887359499931335,0.7266743183135986
9,0.341494083404541,0.7358503937721252,0.38786768913269043,0.681167721748352
10,0.3440004587173462,0.7326746582984924,0.36907774209976196,0.7103606462478638
11,0.3306370675563812,0.7457304000854492,0.34252214431762695,0.731539785861969
12,0.31935915350914,0.7537050247192383,0.3549359142780304,0.7014882564544678
13,0.31930598616600037,0.7555398941040039,0.38140562176704407,0.6731539964675903
14,0.3081698417663574,0.7617501616477966,0.3320154547691345,0.7326846122741699
15,0.31999409198760986,0.7542695999145508,0.3799324929714203,0.6931883096694946
16,0.30977240204811096,0.7661961913108826,0.3305811285972595,0.7464224100112915
17,0.30068549513816833,0.7740296125411987,0.33490681648254395,0.7401259541511536
18,0.2971034049987793,0.770077645778656,0.3217778205871582,0.7444189786911011
19,0.29098355770111084,0.7750176191329956,0.41351279616355896,0.6508299708366394
20,0.29801711440086365,0.7780522108078003,0.3714038133621216,0.7292501330375671
21,0.2846543490886688,0.787861704826355,0.3291512727737427,0.7467086315155029
22,0.27675357460975647,0.7930839657783508,0.32957223057746887,0.7432742118835449
23,0.27538058161735535,0.7930133938789368,0.32759416103363037,0.743846595287323
24,0.2746807932853699,0.7960479855537415,0.31815195083618164,0.7492845058441162
25,0.2685506045818329,0.8008468747138977,0.34861576557159424,0.7381225228309631
26,0.267615407705307,0.796612560749054,0.32784736156463623,0.7512879371643066
27,0.26838064193725586,0.800000011920929,0.3793836236000061,0.7269604802131653
28,0.2541516423225403,0.8134791851043701,0.32865428924560547,0.7501431107521057
29,0.2596423923969269,0.8073394298553467,0.33687660098075867,0.7461362481117249
30,0.2589403986930847,0.8076217174530029,0.3309292495250702,0.7295363545417786
31,0.24672900140285492,0.8182780742645264,0.3269507884979248,0.7469948530197144
