,loss,accuracy,val_loss,val_accuracy
0,0.7754377722740173,0.551435649394989,0.5051688551902771,0.573840856552124
1,0.4675368666648865,0.5752570033073425,0.4246900677680969,0.6004579067230225
2,0.43044397234916687,0.6147465705871582,0.4167396128177643,0.6113337278366089
3,0.41783055663108826,0.6327543258666992,0.39154186844825745,0.6602747440338135
4,0.40558212995529175,0.6481389403343201,0.37193790078163147,0.691757321357727
5,0.3938499391078949,0.6593406796455383,0.4106290936470032,0.6425300240516663
6,0.3741088807582855,0.6874158382415771,0.35338449478149414,0.7112192511558533
7,0.3723040521144867,0.686210572719574,0.34437623620033264,0.7083571553230286
8,0.3577461838722229,0.6996100544929504,0.340495228767395,0.7226674556732178
9,0.3554074466228485,0.7045019268989563,0.349630206823349,0.6949055790901184
10,0.35748040676116943,0.704147458076477,0.34627076983451843,0.7180881500244141
11,0.34775376319885254,0.7108117938041687,0.32811421155929565,0.7266743183135986
12,0.34410586953163147,0.7205955386161804,0.3741440176963806,0.682312548160553
13,0.34394484758377075,0.7222970724105835,0.322670578956604,0.7335432171821594
14,0.33845049142837524,0.721162736415863,0.32034537196159363,0.7378363013267517
15,0.3340815007686615,0.7250620126724243,0.3244079649448395,0.7286777496337891
16,0.33668482303619385,0.7283942103385925,0.3277921974658966,0.7120778560638428
17,0.33120569586753845,0.733427882194519,0.3182099461555481,0.7361190319061279
18,0.33496779203414917,0.7322934865951538,0.3232332468032837,0.7412707209587097
19,0.32600197196006775,0.7366182208061218,0.3099980056285858,0.7498568892478943
20,0.32616546750068665,0.7336405515670776,0.3205827474594116,0.7346880435943604
21,0.3171154260635376,0.7429280281066895,0.3051660656929016,0.7558671832084656
22,0.31913819909095764,0.7434242963790894,0.3178859055042267,0.7238122224807739
23,0.3137160539627075,0.7468273639678955,0.30341917276382446,0.7452776432037354
24,0.3158230185508728,0.7466855645179749,0.3067667782306671,0.7512879371643066
25,0.31255215406417847,0.7529245018959045,0.3131920099258423,0.7518603205680847
26,0.31303825974464417,0.7525700330734253,0.3083406388759613,0.7507154941558838
27,0.31249094009399414,0.7514356374740601,0.3087232708930969,0.7524327635765076
28,0.3088543713092804,0.7517192363739014,0.32054272294044495,0.7249570488929749
29,0.3082393705844879,0.7526409029960632,0.30503004789352417,0.7449914216995239
30,0.30419883131980896,0.7582417726516724,0.2939631938934326,0.7653119564056396
31,0.3008626103401184,0.7586671113967896,0.2988440990447998,0.7535775899887085
32,0.30010294914245605,0.7612194418907166,0.3107331693172455,0.7501431107521057
33,0.3036811351776123,0.7566111087799072,0.3111419379711151,0.742129385471344
34,0.2966560125350952,0.7652605175971985,0.3005538582801819,0.7572982311248779
35,0.29941579699516296,0.7653314471244812,0.2920730710029602,0.7624499201774597
36,0.2938748300075531,0.7640553116798401,0.29569801688194275,0.7635947465896606
37,0.2951294481754303,0.766323983669281,0.3227575421333313,0.7309673428535461
38,0.2933446168899536,0.7698688507080078,0.3044326603412628,0.7527189254760742
39,0.29593899846076965,0.7622829079627991,0.31051361560821533,0.7550085783004761
40,0.28857502341270447,0.7699397206306458,0.2992214858531952,0.7584430575370789
41,0.2883152663707733,0.7715703845024109,0.3024177849292755,0.754436194896698
42,0.2899356484413147,0.7741226553916931,0.2978401482105255,0.756153404712677
43,0.28562691807746887,0.7773839235305786,0.2861543297767639,0.7644533514976501
44,0.2922264039516449,0.7675292491912842,0.29957711696624756,0.7653119564056396
45,0.2806040942668915,0.7838355302810669,0.30249494314193726,0.7518603205680847
