,loss,accuracy,val_loss,val_accuracy
0,0.42549169063568115,0.4136908948421478,0.37839919328689575,0.41528335213661194
1,0.34943321347236633,0.4145377576351166,0.3416794538497925,0.41528335213661194
2,0.3138667643070221,0.41743120551109314,0.34688079357147217,0.4164281487464905
3,0.27468007802963257,0.42230063676834106,0.36356621980667114,0.426159143447876
4,0.22527827322483063,0.4441072642803192,0.4258023202419281,0.4324556291103363
5,0.16255564987659454,0.4635144770145416,0.500234067440033,0.4439038336277008
6,0.1020972803235054,0.4714890718460083,0.6402909755706787,0.44934171438217163
7,0.056788790971040726,0.477205365896225,0.7866262793540955,0.4361763000488281
8,0.03371846303343773,0.48800283670425415,0.9278506636619568,0.4650830030441284
9,0.03109596110880375,0.49139025807380676,0.9365657567977905,0.45048654079437256
10,0.02723229117691517,0.4898376762866974,1.099498987197876,0.4576416611671448
11,0.02152533270418644,0.49555400013923645,1.17915940284729,0.4576416611671448
12,0.02556307427585125,0.5034580230712891,1.1461759805679321,0.4690898656845093
13,0.013881622813642025,0.4890613853931427,1.2031012773513794,0.4499141275882721
14,0.008460056968033314,0.48842623829841614,1.2741750478744507,0.4550658166408539
15,0.005342367570847273,0.49294283986091614,1.3636113405227661,0.45993131399154663
16,0.01230573933571577,0.498870849609375,1.3474860191345215,0.4656554162502289
17,0.01757795549929142,0.5006351470947266,1.3719624280929565,0.473955363035202
18,0.017840728163719177,0.4926605522632599,1.3587218523025513,0.4567830562591553
19,0.016314776614308357,0.4994354248046875,1.3588342666625977,0.4587864875793457
20,0.014032358303666115,0.4860268235206604,1.4607558250427246,0.4456210732460022
21,0.01307234913110733,0.4835568070411682,1.4795078039169312,0.4370349049568176
22,0.006994663272053003,0.4889202415943146,1.4772436618804932,0.452489972114563
